Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/02/2022,A&W FOOD COURT #725,A&W FOOD COURT #725,14.28,debit,Fast Food,TD CASH BACK VISA* CARD,,
11/02/2021,Doordash,Doordash,14.66,debit,Restaurants,Cash,,
11/02/2021,Newyorkfries,Newyorkfries,13.47,debit,Restaurants,Cash,,
11/02/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,5.01,debit,Groceries,TD CASH BACK VISA* CARD,,
11/01/2022,Rent,Rent,1877.75,debit,Mortgage & Rent,Cash,,
11/01/2022,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,20.29,debit,Groceries,TD CASH BACK VISA* CARD,,
11/01/2022,T&T SUPERMARKET #001,T&T SUPERMARKET #001,11.92,debit,Groceries,TD CASH BACK VISA* CARD,,
11/01/2021,Rent,Rent,1850,debit,Mortgage & Rent,Cash,,
11/01/2021,Chieftony,Chieftony,11.54,debit,Restaurants,Cash,,
11/01/2021,Pts Frm,PTS FRM: 00916918662,10,credit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
11/01/2021,PTS TO: 00916923283,PTS TO: 00916923283,10,debit,Transfer,TD UNLIMITED CHEQUING ACCOUNT,,
10/31/2022,ACCT BAL REBATE,ACCT BAL REBATE,16.95,credit,Fees & Charges,TD UNLIMITED CHEQUING ACCOUNT,,
10/31/2022,MONTHLY ACCOUNT FEE,MONTHLY ACCOUNT FEE,16.95,debit,Bank Fee,TD UNLIMITED CHEQUING ACCOUNT,,
10/31/2022,PTS TO: 00916923283,PTS TO: 00916923283,10,debit,Transfer,TD UNLIMITED CHEQUING ACCOUNT,,
10/31/2022,Pts Frm,PTS FRM: 00916918662,10,credit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
10/31/2022,INTEREST CREDIT,INTEREST CREDIT,0.02,credit,Interest Income,TD EVERY DAY SAVINGS ACCOUNT,,
10/31/2021,Glordano,Glordano,49.28,debit,Shopping,Cash,,
10/31/2021,DOORDASH*TIM HO _V,DOORDASH*TIM HO _V,14.35,debit,Restaurants,Cash,,
10/31/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,7.9,debit,Groceries,TD CASH BACK VISA* CARD,,
10/31/2021,T & T Supermarket,T&T SUPERMARKET #001,6.99,debit,Groceries,TD CASH BACK VISA* CARD,,
10/30/2021,DOORDASH*POKEY _V,DOORDASH*POKEY _V,16.21,debit,Restaurants,Cash,,
10/29/2021,MONTHLY ACCOUNT FEE,MONTHLY ACCOUNT FEE,16.95,debit,Bank Fee,TD UNLIMITED CHEQUING ACCOUNT,,
10/29/2021,ACCT FEE REBATE,ACCT FEE REBATE,16.95,credit,Fees & Charges,TD UNLIMITED CHEQUING ACCOUNT,,
10/29/2021,DOORDASH*MILK & SUGAR,DOORDASH*MILK & SUGAR,15.36,debit,Restaurants,Cash,,
10/29/2021,BONUS INTEREST,BONUS INTEREST,0.48,credit,Interest Income,TD EVERY DAY SAVINGS ACCOUNT,,
10/29/2021,INTEREST CREDIT,INTEREST CREDIT,0.02,credit,Interest Income,TD EVERY DAY SAVINGS ACCOUNT,,
10/28/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,21.41,debit,Groceries,TD CASH BACK VISA* CARD,,
10/28/2021,Doordash,Doordash,14.86,debit,Restaurants,Cash,,
10/28/2021,Wal-Mart,WAL-MART SUPERCENTER#1213,10.47,debit,Shopping,TD CASH BACK VISA* CARD,,
10/27/2022,Learning Car,Learning Car,100,debit,Auto & Transport,Cash,,
10/27/2022,T&T SUPERMARKET #001,T&T SUPERMARKET #001,34.8,debit,Groceries,TD CASH BACK VISA* CARD,,
10/27/2022,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,17.88,debit,Groceries,TD CASH BACK VISA* CARD,,
10/27/2022,PEPPER WIRELESS,PEPPER WIRELESS,11.2,debit,Mobile Phone,TD CASH BACK VISA* CARD,,
10/27/2021,Doordash,Doordash,14.76,debit,Restaurants,Cash,,
10/27/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,12.43,debit,Groceries,TD CASH BACK VISA* CARD,,
10/27/2021,Wal-Mart,WAL-MART SUPERCENTER#1213,3.77,debit,Shopping,TD CASH BACK VISA* CARD,,
10/26/2022,BAKEHOUSE METROTOWN,BAKEHOUSE METROTOWN,16.78,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/26/2022,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,8.47,debit,Groceries,TD CASH BACK VISA* CARD,,
10/26/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,13.8,debit,Groceries,TD CASH BACK VISA* CARD,,
10/26/2021,Vina,Vina,12.5,debit,Restaurants,Cash,,
10/25/2022,T&T SUPERMARKET #001,T&T SUPERMARKET #001,16.74,debit,Groceries,TD CASH BACK VISA* CARD,,
10/25/2022,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,9.58,debit,Groceries,TD CASH BACK VISA* CARD,,
10/25/2021,Chieftony,Chieftony,11.54,debit,Restaurants,Cash,,
10/24/2022,T&T SUPERMARKET #001,T&T SUPERMARKET #001,5.73,debit,Groceries,TD CASH BACK VISA* CARD,,
10/24/2021,UNIQLO METROTOW _F,UNIQLO METROTOW _F,89.49,debit,Clothing,Cash,,
10/24/2021,Walmart,Walmart,83.97,debit,Home,Cash,,
10/24/2021,A&w,A&w,15.78,debit,Restaurants,Cash,,
10/23/2021,DOORDASH*POKEY OKEY,DOORDASH*POKEY OKEY,16.21,debit,Restaurants,Cash,,
10/23/2021,KOYA JAPAN,KOYA JAPAN,13.23,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/22/2021,DOORDASH*MILK & SUGAR,DOORDASH*MILK & SUGAR,15.36,debit,Restaurants,Cash,,
10/22/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,12.98,debit,Groceries,TD CASH BACK VISA* CARD,,
10/22/2021,Dollarama,DOLLARAMA #1010,7.84,debit,Shopping,TD CASH BACK VISA* CARD,,
10/21/2022,REVENUE SERVICES BC,REVENUE SERVICES BC,75,debit,Health Insurance,TD CASH BACK VISA* CARD,,
10/21/2022,Restaurant,Restaurant,36,debit,Restaurants,Cash,,
10/21/2021,Doordash,Doordash,16.04,debit,Restaurants,Cash,,
10/21/2021,TELUS COMM. WEB,TELUS COMM. WEB,9.66,debit,Mobile Phone,TD CASH BACK VISA* CARD,,
10/20/2022,PAYMENT - THANK YOU,PAYMENT - THANK YOU,499.51,credit,Credit Card Payment,TD CASH BACK VISA* CARD,,
10/20/2022,IX304 TFR-TO C/C,IX304 TFR-TO C/C,499.51,debit,Credit Card Payment,TD UNLIMITED CHEQUING ACCOUNT,,
10/20/2022,Learning Car,Learning Car,100,debit,Auto & Transport,Cash,,
10/20/2022,PRICESMART FOODS #2281,PRICESMART FOODS #2281,38.68,debit,Groceries,TD CASH BACK VISA* CARD,,
10/20/2022,REAL CDN SUPERS _F,REAL CDN SUPERS _F,21.96,debit,Groceries,TD UNLIMITED CHEQUING ACCOUNT,,
10/20/2022,YUNSHANG RICE N _F,YUNSHANG RICE N _F,15.28,debit,Restaurants,TD UNLIMITED CHEQUING ACCOUNT,,
10/20/2022,MUCHO BURRITO _F,MUCHO BURRITO _F,10.45,debit,Restaurants,TD UNLIMITED CHEQUING ACCOUNT,,
10/20/2022,T&T SUPERMARKET _F,T&T SUPERMARKET _F,7.73,debit,Groceries,TD UNLIMITED CHEQUING ACCOUNT,,
10/20/2021,PAYMENT - THANK YOU,PAYMENT - THANK YOU,638.07,credit,Credit Card Payment,TD CASH BACK VISA* CARD,,
10/20/2021,HW200 TFR-TO C/C,HW200 TFR-TO C/C,638.07,debit,Credit Card Payment,TD UNLIMITED CHEQUING ACCOUNT,,
10/20/2021,B.C. HYDRO-PAP BPY,B.C. HYDRO-PAP BPY,20.54,debit,Utilities,TD UNLIMITED CHEQUING ACCOUNT,,
10/20/2021,Kingspark,Kingspark,13.75,debit,Restaurants,Cash,,
10/19/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,35.11,debit,Groceries,TD CASH BACK VISA* CARD,,
10/19/2021,DOORDASH*HI FIV _V,DOORDASH*HI FIV _V,15.65,debit,Restaurants,Cash,,
10/18/2021,Togo sushi,Togo sushi,14.1,debit,Restaurants,Cash,,
10/17/2022,TD ATM W/D 000866,TD ATM W/D 000866,100,debit,Transfer,TD UNLIMITED CHEQUING ACCOUNT,,
10/17/2021,DOORDASH*TIM HO _V,DOORDASH*TIM HO _V,14.35,debit,Restaurants,Cash,,
10/16/2021,DOORDASH*POKEY OKEY,DOORDASH*POKEY OKEY,16.21,debit,Restaurants,Cash,,
10/16/2021,T & T Supermarket,T&T SUPERMARKET #026,3.47,debit,Groceries,TD CASH BACK VISA* CARD,,
10/15/2021,Doordash,Doordash,13.09,debit,Restaurants,Cash,,
10/14/2022,CHEF TONY DIM SUM,CHEF TONY DIM SUM,13.64,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/14/2021,Doordash,Doordash,15.37,debit,Restaurants,Cash,,
10/14/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,4.7,debit,Groceries,TD CASH BACK VISA* CARD,,
10/13/2022,Learning Car,Learning Car,100,debit,Auto & Transport,Cash,,
10/13/2022,T&T SUPERMARKET #001,T&T SUPERMARKET #001,24.43,debit,Groceries,TD CASH BACK VISA* CARD,,
10/13/2022,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,14.13,debit,Groceries,TD CASH BACK VISA* CARD,,
10/13/2021,Wal-Mart,WAL-MART SUPERCENTER#1213,15.65,debit,Shopping,TD CASH BACK VISA* CARD,,
10/13/2021,DOORDASH*MILK & SUGAR,DOORDASH*MILK & SUGAR,14.84,debit,Restaurants,Cash,,
10/13/2021,T & T Supermarket,T&T SUPERMARKET #001,6.92,debit,Groceries,TD CASH BACK VISA* CARD,,
10/12/2022,THAI EXPRESS METROTOWN,THAI EXPRESS METROTOWN,15.2,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/12/2021,Bubble Waffle Cafe,Bubble Waffle Cafe,14.65,debit,Restaurants,Cash,,
10/12/2021,Dinesty Dumpling,Dinesty Dumpling,11.99,debit,Restaurants,Cash,,
10/11/2022,T&T SUPERMARKET #001,T&T SUPERMARKET #001,24.35,debit,Groceries,TD CASH BACK VISA* CARD,,
10/11/2022,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,23.25,debit,Groceries,TD CASH BACK VISA* CARD,,
10/11/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,8.93,debit,Groceries,TD CASH BACK VISA* CARD,,
10/11/2021,OOMOMO METROTOW _F,OOMOMO METROTOW _F,2.8,debit,Shopping,Cash,,
10/10/2021,UMI SUSHI EXPRESS (METROT,UMI SUSHI EXPRESS (METROT,12.08,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/09/2021,TASKER ON TASKRABBIT,TASKER ON TASKRABBIT,158,debit,Home Services,TD CASH BACK VISA* CARD,,
10/09/2021,UNIQLO METROTOW _F,UNIQLO METROTOW _F,134.07,debit,Clothing,Cash,,
10/09/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,77.53,debit,Groceries,TD CASH BACK VISA* CARD,,
10/09/2021,DOORDASH*POKEY OKEY,DOORDASH*POKEY OKEY,16.21,debit,Restaurants,Cash,,
10/08/2021,Wal-Mart,WAL-MART SUPERCENTER#1213,30.74,debit,Shopping,TD CASH BACK VISA* CARD,,
10/08/2021,Chipotle,DOORDASH*CHIPOTLE,15.28,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/08/2021,KFC,KFC METROPOLIS,13.08,debit,Fast Food,TD CASH BACK VISA* CARD,,
10/08/2021,Doordash pass,Doordash pass,9.99,debit,Restaurants,Cash,,
10/07/2022,KFC METROPOLIS,KFC METROPOLIS,14.37,debit,Fast Food,TD CASH BACK VISA* CARD,,
10/07/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,28,debit,Groceries,TD CASH BACK VISA* CARD,,
10/07/2021,DQOJ 27287 METROTOWN,DQOJ 27287 METROTOWN,5.03,debit,Groceries,TD CASH BACK VISA* CARD,,
10/07/2021,Dollarama,DOLLARAMA #1010,2.81,debit,Shopping,TD CASH BACK VISA* CARD,,
10/06/2022,Learning Car,Learning Car,100,debit,Auto & Transport,Cash,,
10/06/2022,Telus Comm BPY,Telus Comm BPY,99.93,debit,Mobile Phone,TD UNLIMITED CHEQUING ACCOUNT,,
10/06/2022,T&T SUPERMARKET #001,T&T SUPERMARKET #001,24.55,debit,Groceries,TD CASH BACK VISA* CARD,,
10/06/2022,DANNY HAIR SALON,DANNY HAIR SALON,18.9,debit,Hair,TD CASH BACK VISA* CARD,,
10/06/2022,PRICESMART FOODS #2281,PRICESMART FOODS #2281,18.33,debit,Groceries,TD CASH BACK VISA* CARD,,
10/06/2022,BK #14160,BK #14160,14.79,debit,Fast Food,TD CASH BACK VISA* CARD,,
10/06/2021,DOORDASH*MILK & SUGAR,DOORDASH*MILK & SUGAR,15.36,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/05/2022,FIDO Mobile ******3898,FIDO Mobile ******3898,44.8,debit,Mobile Phone,TD CASH BACK VISA* CARD,,
10/05/2021,Wal-Mart,WAL-MART SUPERCENTER#1213,44.77,debit,Shopping,TD CASH BACK VISA* CARD,,
10/05/2021,#4700 STEVE'S POKE BA,SQ *#4700 STEVE'S POKE BA,16.07,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/04/2022,B.C. HYDRO-PAP BPY,B.C. HYDRO-PAP BPY,47.11,debit,Utilities,TD UNLIMITED CHEQUING ACCOUNT,,
10/04/2022,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,6.84,debit,Groceries,TD CASH BACK VISA* CARD,,
10/03/2022,TOGO SUSHI METROTOWN,TOGO SUSHI METROTOWN,15.23,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/03/2022,KFC METROPOLIS,KFC METROPOLIS,12.75,debit,Fast Food,TD CASH BACK VISA* CARD,,
10/03/2022,PTS TO: 00916923283,PTS TO: 00916923283,10,debit,Transfer,TD UNLIMITED CHEQUING ACCOUNT,,
10/03/2022,Pts Frm,PTS FRM: 00916918662,10,credit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
10/03/2021,BOURBON ST GRILL,BOURBON ST GRILL,13,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/03/2021,Dollarama,DOLLARAMA #1010,2.89,debit,Shopping,TD CASH BACK VISA* CARD,,
10/02/2021,DOORDASH*POKEY OKEY,DOORDASH*POKEY OKEY,16.21,debit,Restaurants,TD CASH BACK VISA* CARD,,
10/02/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,15.58,debit,Groceries,TD CASH BACK VISA* CARD,,
10/01/2022,Rent,Rent,1877.75,debit,Mortgage & Rent,Cash,,
10/01/2021,Bestbuy,Bestbuy,1908.59,debit,Electronics & Software,Cash,,
10/01/2021,Rent,Rent,1850,debit,Mortgage & Rent,Cash,,
10/01/2021,IKEA,IKEA,779.5,debit,Furnishings,Cash,,
10/01/2021,Walmart chair,Walmart chair,112.89,debit,Home,Cash,,
10/01/2021,Real Canadian Superstore,REAL CDN SUPERSTORE #1,18.96,debit,Groceries,TD CASH BACK VISA* CARD,,
10/01/2021,PTS TO: 00916923283,PTS TO: 00916923283,10,debit,Transfer,TD UNLIMITED CHEQUING ACCOUNT,,
10/01/2021,Pts Frm,PTS FRM: 00916918662,10,credit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
1/31/2022,MONTHLY ACCOUNT FEE,MONTHLY ACCOUNT FEE,16.95,debit,Bank Fee,TD UNLIMITED CHEQUING ACCOUNT,,
1/31/2022,ACCT FEE REBATE,ACCT FEE REBATE,16.95,credit,Fees & Charges,TD UNLIMITED CHEQUING ACCOUNT,,
1/31/2022,Pts Frm,PTS FRM: 00916918662,10,credit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
1/31/2022,PTS TO: 00916923283,PTS TO: 00916923283,10,debit,Transfer,TD UNLIMITED CHEQUING ACCOUNT,,
1/31/2022,BONUS INTEREST,BONUS INTEREST,0.49,credit,Interest Income,TD EVERY DAY SAVINGS ACCOUNT,,
1/31/2022,INTEREST CREDIT,INTEREST CREDIT,0.02,credit,Interest Income,TD EVERY DAY SAVINGS ACCOUNT,,
1/30/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,33.81,debit,Groceries,TD CASH BACK VISA* CARD,,
1/27/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,17.37,debit,Groceries,TD CASH BACK VISA* CARD,,
1/27/2022,T & T Supermarket,T&T SUPERMARKET #001,16.43,debit,Groceries,TD CASH BACK VISA* CARD,,
1/25/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,39.98,debit,Groceries,TD CASH BACK VISA* CARD,,
1/24/2023,IMPARK00661603U,IMPARK00661603U,3,debit,Parking,TD CASH BACK VISA* CARD,,
1/24/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,38.42,debit,Groceries,TD CASH BACK VISA* CARD,,
1/24/2022,CHARTWELLS-67851,CHARTWELLS-67851,16.46,debit,Fast Food,TD CASH BACK VISA* CARD,,
1/23/2023,PAYMENT - THANK YOU,PAYMENT - THANK YOU,458.82,credit,Credit Card Payment,TD CASH BACK VISA* CARD,,
1/23/2023,JB571 TFR-TO C/C,JB571 TFR-TO C/C,458.82,debit,Credit Card Payment,TD UNLIMITED CHEQUING ACCOUNT,,
1/23/2023,Amazon,Amazon,64.95,debit,Electronics & Software,Cash,,
1/23/2022,Shoppers Drug Mart,SHOPPERS DRUG MART #22,29.5,debit,Pharmacy,TD CASH BACK VISA* CARD,,
1/23/2022,T & T Supermarket,T&T SUPERMARKET #001,23.79,debit,Groceries,TD CASH BACK VISA* CARD,,
1/23/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,13.98,debit,Groceries,TD CASH BACK VISA* CARD,,
1/23/2022,Dollarama,DOLLARAMA #1010,1.4,debit,Shopping,TD CASH BACK VISA* CARD,,
1/22/2023,EASY PARK-CP80,EASY PARK-CP80,6,debit,Parking,TD CASH BACK VISA* CARD,,
1/21/2023,CAZBA EXPRESS,CAZBA EXPRESS,12.59,debit,Restaurants,TD CASH BACK VISA* CARD,,
1/21/2023,MY TOAN VIETNAMESE GOU,MY TOAN VIETNAMESE GOU,12.34,debit,Restaurants,TD CASH BACK VISA* CARD,,
1/21/2022,PAYMENT - THANK YOU,PAYMENT - THANK YOU,725.08,credit,Credit Card Payment,TD CASH BACK VISA* CARD,,
1/21/2022,JJ323 TFR-TO C/C,JJ323 TFR-TO C/C,725.08,debit,Credit Card Payment,TD UNLIMITED CHEQUING ACCOUNT,,
1/20/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,14.01,debit,Groceries,TD CASH BACK VISA* CARD,,
1/20/2022,T & T Supermarket,T&T SUPERMARKET #001,10.72,debit,Groceries,TD CASH BACK VISA* CARD,,
1/19/2023,TIM HORTONS #5867,TIM HORTONS #5867,1.35,debit,Coffee Shops,TD CASH BACK VISA* CARD,,
1/18/2023,Learning Car,Learning Car,150,debit,Auto & Transport,Cash,,
1/18/2023,DRIVER SERVICES CENTRE,DRIVER SERVICES CENTRE,35,debit,Auto & Transport,TD CASH BACK VISA* CARD,,
1/18/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,24.02,debit,Groceries,TD CASH BACK VISA* CARD,,
1/17/2023,Learning Car,Learning Car,100,debit,Auto & Transport,Cash,,
1/17/2022,REVENUE SERVICES BC,REVENUE SERVICES BC,75,debit,Health Insurance,TD CASH BACK VISA* CARD,,
1/17/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,16.18,debit,Groceries,TD CASH BACK VISA* CARD,,
1/17/2022,KFC,KFC METROPOLIS,9.94,debit,Fast Food,TD CASH BACK VISA* CARD,,
1/17/2022,T & T Supermarket,T&T SUPERMARKET #001,1.28,debit,Groceries,TD CASH BACK VISA* CARD,,
1/16/2023,Icbc,Icbc,222.7,debit,Auto Insurance,Cash,,
1/16/2023,Learning Car,Learning Car,100,debit,Auto & Transport,Cash,,
1/16/2023,REVENUE SERVICES BC,REVENUE SERVICES BC,75,debit,Health Insurance,TD CASH BACK VISA* CARD,,
1/16/2023,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,5.73,debit,Groceries,TD CASH BACK VISA* CARD,,
1/15/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,30.51,debit,Groceries,TD CASH BACK VISA* CARD,,
1/14/2023,CHV43071 KINGSWAY CHEV,CHV43071 KINGSWAY CHEV,40,debit,Gas & Fuel,TD CASH BACK VISA* CARD,,
1/14/2023,BK #14160,BK #14160,14.1,debit,Fast Food,TD CASH BACK VISA* CARD,,
1/13/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,28.48,debit,Groceries,TD CASH BACK VISA* CARD,,
1/12/2023,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,53.23,debit,Groceries,TD CASH BACK VISA* CARD,,
1/12/2023,T&T SUPERMARKET #001,T&T SUPERMARKET #001,6.29,debit,Groceries,TD CASH BACK VISA* CARD,,
1/10/2023,FIDO Mobile ******5180,FIDO Mobile ******5180,28,debit,Mobile Phone,TD CASH BACK VISA* CARD,,
1/10/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,11.53,debit,Groceries,TD CASH BACK VISA* CARD,,
1/10/2022,KFC,KFC METROPOLIS,9.64,debit,Fast Food,TD CASH BACK VISA* CARD,,
1/09/2023,T&T SUPERMARKET #001,T&T SUPERMARKET #001,15.16,debit,Groceries,TD CASH BACK VISA* CARD,,
1/09/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,30.17,debit,Groceries,TD CASH BACK VISA* CARD,,
1/09/2022,Doordash pass,Doordash pass,9.99,debit,Restaurants,Cash,,
1/07/2023,BAKEHOUSE METROTOWN,BAKEHOUSE METROTOWN,15.73,debit,Restaurants,TD CASH BACK VISA* CARD,,
1/07/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,25.05,debit,Groceries,TD CASH BACK VISA* CARD,,
1/07/2022,T & T Supermarket,T&T SUPERMARKET #001,16.42,debit,Groceries,TD CASH BACK VISA* CARD,,
1/06/2023,Stukent,Stukent,176.74,debit,Education,Cash,,
1/05/2023,T&T SUPERMARKET #001,T&T SUPERMARKET #001,49.35,debit,Groceries,TD CASH BACK VISA* CARD,,
1/05/2023,MUCHO BURRITO,MUCHO BURRITO,29.07,debit,Restaurants,TD CASH BACK VISA* CARD,,
1/05/2022,Pearson,Pearson,98.92,debit,Books & Supplies,Cash,,
1/05/2022,Pearson,Pearson,19.1,debit,Books & Supplies,Cash,,
1/04/2023,Telus Comm BPY,Telus Comm BPY,99.93,debit,Mobile Phone,TD UNLIMITED CHEQUING ACCOUNT,,
1/04/2022,Rent,Rent,1850,debit,Mortgage & Rent,Cash,,
1/04/2022,TELUS PRE-AUTH PAYMENT,TELUS PRE-AUTH PAYMENT,99.93,debit,Mobile Phone,TD CASH BACK VISA* CARD,,
1/04/2022,Fido,FIDO Mobile *910653898,44.8,debit,Mobile Phone,TD CASH BACK VISA* CARD,,
1/04/2022,Geeksquad,Geeksquad,32.19,debit,Electronics & Software,Cash,,
1/03/2023,Rent,Rent,1877.75,debit,Mortgage & Rent,Cash,,
1/03/2023,PTS REV: 00916918662,PTS REV: 00916918662,10,debit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
1/03/2023,Pts Frm,PTS FRM: 00916918662,10,credit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
1/03/2023,PTS TO: 00916923283,PTS TO: 00916923283,10,debit,Transfer,TD UNLIMITED CHEQUING ACCOUNT,,
1/03/2023,PTS REV: 00916923283,PTS REV: 00916923283,10,credit,Income,TD UNLIMITED CHEQUING ACCOUNT,,
1/03/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,18.46,debit,Groceries,TD CASH BACK VISA* CARD,,
1/02/2023,REAL CDN SUPERSTORE #1,REAL CDN SUPERSTORE #1,21.24,debit,Groceries,TD CASH BACK VISA* CARD,,
1/02/2023,CRYSTAL HAIR & BEAUTY CEN,CRYSTAL HAIR & BEAUTY CEN,18.9,debit,Hair,TD CASH BACK VISA* CARD,,
1/02/2022,Real Canadian Superstore,REAL CDN SUPERSTORE #1,41.35,debit,Groceries,TD CASH BACK VISA* CARD,,
